         1          1          0
         1          1          3
         1          1          4
         1          1          6
         1          1          7
         1          1          8
         1          1          9
         2          2          4
         2          2          6
         2          2          9
         3          3          0
         3          3          3
         3          3          8
         4          4          0
         4          4          4
         4          4          6
         4          4          8
         4          4          9
         5          5          3
         5          5          6
         5          5          7
         5          5          8
         6          6          0
         6          6          3
         6          6          4
         6          6          5
         6          6          7
         6          6          8
         6          6          9
         7          7          0
         7          7          1
         7          7          2
         7          7          3
         7          7          4
         7          7          5
         7          7          6
         7          7          7
         7          7          8
         7          7          9
         8          8          0
         8          8          3
         8          8          5
         8          8          8
         8          8          9
         9          9          0
         9          9          4
         9          9          7
         9          9          8
         9          9          9
        10         10          6
        10         10          8
        10         10          9
        11         11          0
        11         11          3
        11         11          4
        11         11          5
        11         11          8
        11         11          9
        12         12          0
        12         12          3
        12         12          4
        12         12          5
        12         12          7
        12         12          8
        13         13          3
        13         13          8
        13         13          9
        14         14          0
        14         14          1
        14         14          3
        14         14          4
        14         14          7
        14         14          8
        15         15          3
        15         15          8
        15         15          9
        16         16          0
        16         16          3
        16         16          4
        16         16          6
        16         16          7
        17         17          0
        17         17          3
        17         17          6
        17         17          7
        17         17          8
        17         17          9
        18         18          3
        18         18          5
        18         18          7
        18         18          8
        18         18          9
        19         19          0
        19         19          8
        19         19          9
        20         20          9
        21         21          3
        21         21          5
        21         21          7
        21         21          8
        21         21          9
        22         22          0
        22         22          3
        22         22          5
        22         22          8
        23         23          0
        23         23          3
        23         23          6
        23         23          7
        23         23          9
        24         24          0
        24         24          3
        24         24          5
        24         24          6
        24         24          7
        24         24          8
        24         24          9
        25         25          0
        25         25          3
        25         25          5
        25         25          6
        25         25          7
        25         25          8
        25         25          9
        26         26          0
        26         26          3
        26         26          4
        26         26          6
        26         26          8
        27         27          9
        28         28          3
        28         28          4
        28         28          6
        28         28          8
        28         28          9
        29         29          0
        29         29          4
        29         29          5
        29         29          7
        29         29          8
        29         29          9
        30         30          1
        30         30          4
        30         30          6
        30         30          8
        30         30          9
        31         31          0
        31         31          3
        31         31          6
        31         31          8
        32         32          0
        32         32          3
        32         32          8
        32         32          9
        33         33          3
        33         33          4
        33         33          5
        33         33          8
        33         33          9
        34         34          0
        34         34          1
        34         34          3
        34         34          5
        34         34          6
        34         34          7
        34         34          8
        34         34          9
        35         35          6
        35         35          8
        35         35          9
        36         36          0
        36         36          3
        36         36          4
        36         36          5
        36         36          6
        36         36          8
        36         36          9
        37         37          0
        37         37          3
        37         37          4
        37         37          5
        37         37          7
        37         37          8
        38         38          5
        38         38          7
        38         38          8
        38         38          9
        39         39          3
        39         39          7
        39         39          9
        40         40          0
        40         40          3
        40         40          4
        40         40          6
        40         40          7
        40         40          8
        40         40          9
        41         41          3
        41         41          5
        41         41          7
        41         41          8
        41         41          9
        42         42          3
        42         42          5
        42         42          8
        42         42          9
        43         43          3
        43         43          8
        44         44          0
        44         44          3
        44         44          4
        44         44          5
        44         44          6
        44         44          7
        44         44          8
        44         44          9
        45         45          0
        45         45          3
        45         45          7
        45         45          8
        45         45          9
        46         46          0
        46         46          7
        46         46          8
        47         47          0
        47         47          3
        47         47          6
        47         47          8
        47         47          9
        48         48          0
        48         48          3
        48         48          4
        48         48          7
        48         48          9
        49         49          0
        49         49          3
        49         49          6
        49         49          8
        49         49          9
        50         50          0
        50         50          3
        50         50          5
        50         50          6
        50         50          7
        51         51          0
        51         51          4
        51         51          5
        51         51          6
        51         51          8
        52         52          3
        52         52          6
        53         53          6
        53         53          7
        53         53          8
        54         54          3
        54         54          6
        54         54          8
        55         55          0
        55         55          3
        55         55          6
        55         55          8
        55         55          9
        56         56          3
        56         56          8
        56         56          9
        57         57          0
        57         57          3
        57         57          5
        57         57          7
        57         57          8
        57         57          9
        58         58          3
        58         58          4
        58         58          6
        58         58          8
        59         59          0
        59         59          3
        59         59          7
        59         59          8
        59         59          9
        60         60          3
        60         60          5
        60         60          6
        60         60          7
